Channel              :,CH1
Frequency            :,1.200kHz
Period               :,0.833ms
PK-PK                :,363.3mV
Probe attenuation    :,1X
Voltage per ADC value:,0.244141mV
Time interval        :,2.00000us

index,CH1_Voltage(mV)
592,74.218750
593,70.312500
594,70.312500
595,70.312500
596,62.500000
597,62.500000
598,62.500000
599,58.593750
600,58.593750
601,54.687500
602,54.687500
603,50.781250
604,46.875000
605,46.875000
606,42.968750
607,42.968750
608,39.062500
609,39.062500
610,35.156250
611,35.156250
612,31.250000
613,27.343750
614,27.343750
615,23.437500
616,23.437500
617,19.531250
618,15.625000
619,15.625000
620,11.718750
621,7.812500
622,7.812500
623,3.906250
624,0.000000
625,0.000000
626,-3.906250
627,-7.812500
628,-7.812500
629,-11.718750
630,-15.625000
631,-19.531250
632,-19.531250
633,-23.437500
634,-27.343750
635,-27.343750
636,-31.250000
637,-35.156250
638,-35.156250
639,-39.062500
640,-42.968750
641,-42.968750
642,-46.875000
643,-50.781250
644,-54.687500
645,-54.687500
646,-58.593750
647,-62.500000
648,-66.406250
649,-66.406250
650,-70.312500
651,-74.218750
652,-78.125000
653,-78.125000
654,-82.031250
655,-85.937500
656,-89.843750
657,-89.843750
658,-93.750000
659,-97.656250
660,-97.656250
661,-101.562500
662,-105.468750
663,-105.468750
664,-109.375000
665,-113.281250
666,-117.187500
667,-117.187500
668,-121.093750
669,-125.000000
670,-125.000000
671,-128.906250
672,-132.812500
673,-132.812500
674,-136.718750
675,-140.625000
676,-140.625000
677,-144.531250
678,-148.437500
679,-148.437500
680,-152.343750
681,-152.343750
682,-156.250000
683,-160.156250
684,-160.156250
685,-164.062500
686,-167.968750
687,-167.968750
688,-171.875000
689,-171.875000
690,-175.781250
691,-179.687500
692,-179.687500
693,-179.687500
694,-183.593750
695,-187.500000
696,-187.500000
697,-191.406250
698,-191.406250
699,-191.406250
700,-195.312500
701,-199.218750
702,-199.218750
703,-199.218750
704,-203.125000
705,-203.125000
706,-207.031250
707,-207.031250
708,-207.031250
709,-210.937500
710,-210.937500
711,-210.937500
712,-214.843750
713,-214.843750
714,-214.843750
715,-218.750000
716,-218.750000
717,-222.656250
718,-222.656250
719,-222.656250
720,-222.656250
721,-226.562500
722,-226.562500
723,-222.656250
724,-226.562500
725,-226.562500
726,-226.562500
727,-230.468750
728,-230.468750
729,-230.468750
730,-230.468750
731,-230.468750
732,-230.468750
733,-230.468750
734,-230.468750
735,-234.375000
736,-234.375000
737,-234.375000
738,-234.375000
739,-234.375000
740,-234.375000
741,-234.375000
742,-234.375000
743,-234.375000
744,-230.468750
745,-234.375000
746,-234.375000
747,-230.468750
748,-230.468750
749,-230.468750
750,-230.468750
751,-230.468750
752,-230.468750
753,-230.468750
754,-226.562500
755,-226.562500
756,-226.562500
757,-226.562500
758,-226.562500
759,-226.562500
760,-222.656250
761,-222.656250
762,-222.656250
763,-222.656250
764,-218.750000
765,-218.750000
766,-218.750000
767,-218.750000
768,-214.843750
769,-214.843750
770,-214.843750
771,-210.937500
772,-210.937500
773,-207.031250
774,-207.031250
775,-207.031250
776,-203.125000
777,-203.125000
778,-199.218750
779,-199.218750
780,-199.218750
781,-195.312500
782,-191.406250
783,-191.406250
784,-191.406250
785,-187.500000
786,-187.500000
787,-183.593750
788,-183.593750
789,-179.687500
790,-175.781250
791,-175.781250
792,-175.781250
793,-167.968750
794,-167.968750
795,-167.968750
796,-164.062500
797,-164.062500
798,-160.156250
799,-156.250000
800,-156.250000
801,-152.343750
802,-148.437500
803,-148.437500
804,-144.531250
805,-140.625000
806,-140.625000
807,-136.718750
808,-132.812500
809,-132.812500
810,-128.906250
811,-125.000000
812,-125.000000
813,-121.093750
814,-117.187500
815,-117.187500
816,-113.281250
817,-109.375000
818,-109.375000
819,-105.468750
820,-101.562500
821,-97.656250
822,-97.656250
823,-93.750000
824,-89.843750
825,-89.843750
826,-85.937500
827,-82.031250
828,-78.125000
829,-78.125000
830,-74.218750
831,-70.312500
832,-66.406250
833,-66.406250
834,-62.500000
835,-62.500000
836,-58.593750
837,-54.687500
838,-50.781250
839,-50.781250
840,-46.875000
841,-42.968750
842,-39.062500
843,-39.062500
844,-35.156250
845,-31.250000
846,-31.250000
847,-27.343750
848,-23.437500
849,-19.531250
850,-19.531250
851,-15.625000
852,-15.625000
853,-11.718750
854,-7.812500
855,-3.906250
856,0.000000
857,0.000000
858,3.906250
859,3.906250
860,7.812500
861,11.718750
862,11.718750
863,15.625000
864,19.531250
865,19.531250
866,23.437500
867,27.343750
868,27.343750
869,31.250000
870,31.250000
871,35.156250
872,39.062500
873,39.062500
874,42.968750
875,42.968750
876,46.875000
877,46.875000
878,50.781250
879,54.687500
880,54.687500
881,54.687500
882,58.593750
883,58.593750
884,62.500000
885,66.406250
886,66.406250
887,66.406250
888,70.312500
889,70.312500
890,74.218750
891,74.218750
892,78.125000
893,78.125000
894,78.125000
895,82.031250
896,82.031250
897,85.937500
898,85.937500
899,85.937500
900,89.843750
901,89.843750
902,93.750000
903,93.750000
904,93.750000
905,97.656250
906,97.656250
907,97.656250
908,101.562500
909,101.562500
910,101.562500
911,105.468750
912,105.468750
913,105.468750
914,105.468750
915,109.375000
916,109.375000
917,109.375000
918,113.281250
919,109.375000
920,113.281250
921,113.281250
922,113.281250
923,117.187500
924,117.187500
925,117.187500
926,117.187500
927,117.187500
928,121.093750
929,117.187500
930,121.093750
931,121.093750
932,121.093750
933,121.093750
934,121.093750
935,121.093750
936,125.000000
937,125.000000
938,125.000000
939,125.000000
940,125.000000
941,125.000000
942,125.000000
943,125.000000
944,125.000000
945,125.000000
946,125.000000
947,125.000000
948,125.000000
949,125.000000
950,125.000000
951,125.000000
952,125.000000
953,125.000000
954,125.000000
955,125.000000
956,125.000000
957,125.000000
958,125.000000
959,125.000000
960,125.000000
961,125.000000
962,121.093750
963,121.093750
964,121.093750
965,121.093750
966,121.093750
967,121.093750
968,121.093750
969,121.093750
970,121.093750
971,117.187500
972,117.187500
973,117.187500
974,117.187500
975,117.187500
976,113.281250
977,113.281250
978,113.281250
979,113.281250
980,113.281250
981,109.375000
982,109.375000
983,109.375000
984,109.375000
985,105.468750
986,105.468750
987,105.468750
988,105.468750
989,101.562500
990,101.562500
991,97.656250
992,97.656250
993,97.656250
994,97.656250
995,93.750000
996,93.750000
997,93.750000
998,89.843750
999,89.843750
1000,89.843750
1001,85.937500
1002,85.937500
1003,82.031250
1004,82.031250
1005,78.125000
1006,78.125000
1007,78.125000
1008,74.218750
1009,70.312500
1010,70.312500
1011,70.312500
1012,66.406250
1013,66.406250
1014,62.500000
1015,62.500000
1016,58.593750
1017,58.593750
1018,54.687500
1019,54.687500
1020,50.781250
1021,46.875000
1022,46.875000
1023,42.968750
1024,42.968750
1025,39.062500
1026,39.062500
1027,35.156250
1028,31.250000
1029,31.250000
1030,27.343750
1031,23.437500
1032,23.437500
1033,19.531250
1034,19.531250
1035,15.625000
1036,11.718750
1037,11.718750
1038,7.812500
1039,7.812500
1040,3.906250
1041,0.000000
1042,0.000000
1043,-3.906250
1044,-7.812500
1045,-11.718750
1046,-11.718750
1047,-15.625000
1048,-19.531250
1049,-19.531250
1050,-23.437500
1051,-27.343750
1052,-27.343750
1053,-31.250000
1054,-35.156250
1055,-39.062500
1056,-39.062500
1057,-42.968750
1058,-46.875000
1059,-50.781250
1060,-50.781250
1061,-54.687500
1062,-58.593750
1063,-58.593750
1064,-62.500000
1065,-66.406250
1066,-70.312500
1067,-70.312500
1068,-74.218750
1069,-78.125000
1070,-82.031250
1071,-82.031250
1072,-85.937500
1073,-89.843750
1074,-89.843750
1075,-93.750000
1076,-97.656250
1077,-101.562500
1078,-101.562500
1079,-105.468750
1080,-109.375000
1081,-109.375000
1082,-113.281250
1083,-117.187500
1084,-117.187500
1085,-121.093750
1086,-125.000000
1087,-128.906250
1088,-128.906250
1089,-132.812500
1090,-136.718750
1091,-136.718750
1092,-140.625000
1093,-140.625000
1094,-144.531250
1095,-148.437500
1096,-148.437500
1097,-152.343750
1098,-152.343750
1099,-156.250000
1100,-160.156250
1101,-164.062500
1102,-164.062500
1103,-167.968750
1104,-167.968750
1105,-171.875000
1106,-175.781250
1107,-175.781250
1108,-179.687500
1109,-179.687500
1110,-183.593750
1111,-183.593750
1112,-187.500000
1113,-187.500000
1114,-187.500000
1115,-191.406250
1116,-195.312500
1117,-195.312500
1118,-199.218750
1119,-199.218750
1120,-199.218750
1121,-203.125000
1122,-203.125000
1123,-207.031250
1124,-207.031250
1125,-207.031250
1126,-210.937500
1127,-210.937500
1128,-210.937500
1129,-214.843750
1130,-214.843750
1131,-214.843750
1132,-218.750000
1133,-218.750000
1134,-218.750000
1135,-222.656250
1136,-222.656250
1137,-222.656250
1138,-222.656250
1139,-226.562500
1140,-226.562500
1141,-226.562500
1142,-226.562500
