"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)"
0;5,62393162393;6,65934065934
0,004;-9,17948717949;-8,52014652015
0,008;-2,04884004884;-3,05494505495
0,012;9,75091575092;9,77533577534
0,016;-2,16605616606;-0,886446886447
0,02;-9,115995116;-9,41391941392
0,024;5,68253968254;4,8083028083
0,028;6,44444444444;7,39682539683
0,032;-8,70573870574;-7,92918192918
0,036;-3,08913308913;-4,05616605617
0,04;9,66788766789;9,59462759463
0,044;-1,13064713065;0,153846153846
0,048;-9,49694749695;-9,663003663
0,052;4,79365079365;3,87057387057
0,056;7,19658119658;8,05128205128
0,06;-8,12454212454;-7,17216117216
0,064;-4,06593406593;-4,99389499389
0,068;9,49206349206;9,2967032967
0,072;-0,0708180708181;1,21367521368
0,076;-9,76068376068;-9,79975579976
0,08;3,85592185592;2,89377289377
0,084;7,85592185592;8,61294261294
0,088;-7,43101343101;-6,45421245421
0,092;-5,01831501832;-5,88278388278
0,096;9,20879120879;8,90598290598
0,1;0,949938949939;2,21978021978
0,104;-9,9072039072;-9,85347985348
0,108;2,87912087912;1,87301587302
0,112;8,42735042735;9,05738705739
0,116;-6,65934065934;-5,61904761905
0,12;-5,89255189255;-6,68864468864
0,124;8,83272283272;8,40293040293
0,128;1,99511599512;3,24542124542
0,132;-9,97557997558;-9,77533577534
0,136;1,88766788767;0,866910866911
0,14;8,89621489621;9,42857142857
0,144;-5,83882783883;-4,70573870574
0,148;-6,72283272283;-7,4358974359
0,152;8,34920634921;7,82661782662
0,156;2,99145299145;4,1978021978
0,16;-9,9072039072;-9,61416361416
0,164;0,852258852259;-0,18315018315
0,168;9,26251526252;9,67765567766
0,172;-4,94993894994;-3,76800976801
0,176;-7,4652014652;-8,09035409035
0,18;7,76800976801;7,14285714286
0,184;3,98290598291;5,13553113553
0,188;-9,76556776557;-9,34065934066
0,192;-0,163614163614;-1,19413919414
0,196;9,52625152625;9,82417582418
0,2;-4,00244200244;-2,77167277167
0,204;-8,12942612943;-8,65201465201
0,208;7,11355311355;6,40048840049
0,212;4,89133089133;6,06349206349
0,216;-9,49694749695;-8,94505494505
0,22;-1,20879120879;-2,20512820513
0,224;9,68742368742;9,86813186813
0,228;-3,02075702076;-1,76556776557
0,232;-8,71550671551;-9,11111111111
0,236;6,3663003663;5,52625152625
0,24;5,76556776557;6,76678876679
0,244;-9,12087912088;-8,44688644689
0,248;-2,21001221001;-3,21611721612
0,252;9,75091575092;9,76068376068
0,256;-2,00976800977;-0,730158730159
0,26;-9,20879120879;-9,45787545788
0,264;5,55555555556;4,69108669109
0,268;6,55677655678;7,49450549451
0,272;-8,62759462759;-7,83638583639
0,276;-3,20146520147;-4,1684981685
0,28;9,65323565324;9,55555555556
0,284;-0,925518925519;0,28083028083
0,288;-9,53601953602;-9,68742368742
0,292;4,68131868132;3,77777777778
0,296;7,27960927961;8,10989010989
0,3;-8,05616605617;-7,15262515263
0,304;-4,1684981685;-5,09645909646
0,308;9,46764346764;9,25763125763
0,312;0,03663003663;1,32112332112
0,316;-9,78021978022;-9,80952380952
0,32;3,76800976801;2,79609279609
0,324;7,90964590965;8,6568986569
0,328;-7,36752136752;-6,40048840049
0,332;-5,07692307692;-5,95604395604
0,336;9,18437118437;8,86202686203
0,34;1,04761904762;2,31746031746
0,344;-9,91208791209;-9,84371184371
0,348;2,78632478632;1,81440781441
0,352;8,46153846154;9,09645909646
0,356;-6,62026862027;-5,55555555556
0,36;-5,96092796093;-6,74725274725
0,364;8,79853479853;8,36874236874
0,368;2,06837606838;3,28937728938
0,372;-9,9706959707;-9,76068376068
0,376;1,81440781441;0,788766788767
0,38;8,91575091575;9,44322344322
0,384;-5,79487179487;-4,64713064713
0,388;-6,75213675214;-7,47008547009
0,392;8,32478632479;7,79242979243
0,396;3,05006105006;4,26129426129
0,4;-9,9072039072;-9,6043956044
0,404;0,818070818071;-0,310134310134
0,408;9,27716727717;9,68742368742
0,412;-4,9010989011;-3,71916971917
0,416;-7,49938949939;-8,11965811966
0,42;7,75335775336;7,10378510379
0,424;3,99755799756;5,15995115995
0,428;-9,74603174603;-9,32112332112
0,432;-0,212454212454;-1,24786324786
0,436;9,5409035409;9,83394383394
0,44;-3,97802197802;-2,74725274725
0,444;-8,15873015873;-8,67155067155
0,448;7,08424908425;6,3663003663
0,452;4,9304029304;6,01953601954
0,456;-9,48717948718;-8,93528693529
0,46;-1,22344322344;-2,26862026862
0,464;9,68742368742;9,86324786325
0,468;-2,98656898657;-1,72161172161
0,472;-8,73015873016;-9,12576312576
0,476;6,35164835165;5,55555555556
0,48;5,78021978022;6,80097680098
0,484;-9,10622710623;-8,42735042735
0,488;-2,25396825397;-3,25030525031
0,492;9,75091575092;9,76068376068
0,496;-1,96581196581;-0,710622710623
0,5;-9,19413919414;-9,49206349206
0,504;5,52136752137;4,64713064713
0,508;6,59096459096;7,52869352869
0,512;-8,61294261294;-7,81684981685
0,516;-3,24542124542;-4,21733821734
0,52;9,64346764347;9,54578754579
0,524;-0,940170940171;0,393162393162
0,528;-9,55555555556;-9,68742368742
0,532;4,64713064713;3,72405372405
0,536;7,30402930403;8,15873015873
0,54;-8,01221001221;-7,10378510379
0,544;-4,23687423687;-5,1452991453
0,548;9,43345543346;9,23321123321
0,552;0,0854700854701;1,36996336996
0,556;-9,78998778999;-9,81440781441
0,56;3,68986568987;2,71306471306
0,564;7,96336996337;8,69597069597
0,568;-7,3137973138;-6,32722832723
0,572;-5,24297924298;-6,01953601954
0,576;9,15506715507;8,83272283272
0,58;1,14041514042;2,38095238095
0,584;-9,92185592186;-9,84371184371
0,588;2,71794871795;1,71184371184
0,592;8,50549450549;9,13064713065
0,596;-6,52747252747;-5,46275946276
0,6;-6,0293040293;-6,83028083028
0,604;8,74481074481;8,31501831502
0,608;2,16117216117;3,49450549451
0,612;-9,9706959707;-9,7557997558
0,616;1,69230769231;0,691086691087
0,62;8,95970695971;9,46764346764
0,624;-5,69230769231;-4,5641025641
0,628;-6,8547008547;-7,55311355311
0,632;8,26129426129;7,70451770452
0,636;3,17216117216;4,37362637363
0,64;-9,89255189255;-9,57020757021
0,644;0,681318681319;-0,358974358974
0,648;9,31623931624;9,71184371184
0,652;-4,77411477411;-3,57264957265
0,656;-7,5873015873;-8,1978021978
0,66;7,66544566545;7,02564102564
0,664;4,14407814408;5,28205128205
0,668;-9,72161172161;-9,27716727717
0,672;-0,363858363858;-1,36996336996
0,676;9,56043956044;9,84371184371
0,68;-3,8315018315;-2,59096459096
0,684;-8,25152625153;-8,74481074481
0,688;6,97191697192;6,23931623932
0,692;5,04761904762;6,13186813187
0,696;-9,43345543346;-8,86202686203
0,7;-1,39438339438;-2,41025641026
0,704;9,71184371184;9,85347985348
0,708;-2,82051282051;-1,57997557998
0,712;-8,8083028083;-9,17948717949
0,716;6,22466422466;5,41391941392
0,72;5,91697191697;6,91819291819
0,724;-9,03296703297;-8,32967032967
0,728;-2,3956043956;-3,41636141636
0,732;9,73626373626;9,73137973138
0,736;-1,81440781441;-0,534798534799
0,74;-9,25274725275;-9,50671550672
0,744;5,37484737485;4,49572649573
0,748;6,71794871795;7,62637362637
0,752;-8,52503052503;-7,71428571429
0,756;-3,41147741148;-4,36385836386
0,76;9,62393162393;9,51648351648
0,764;-0,774114774115;0,510378510379
0,768;-9,58974358974;-9,71184371184
0,772;4,50061050061;3,56776556777
0,776;7,41147741148;8,23687423687
0,78;-7,89010989011;-7,00610500611
0,784;-4,36385836386;-5,27228327228
0,788;9,41391941392;9,18437118437
0,792;0,246642246642;1,52625152625
0,796;-9,81929181929;-9,82905982906
0,8;3,56776556777;2,59584859585
0,804;8,03663003663;8,74969474969
0,808;-7,21611721612;-6,21001221001
0,812;-5,28693528694;-6,12698412698
0,816;9,11111111111;8,75946275946
0,82;1,26251526252;2,52747252747
0,824;-9,93650793651;-9,83394383394
0,828;2,57631257631;1,57020757021
0,832;8,57875457875;9,17948717949
0,836;-6,43956043956;-5,36996336996
0,84;-6,14163614164;-6,91330891331
0,844;8,69597069597;8,19291819292
0,848;2,28815628816;3,52380952381
0,852;-9,96092796093;-9,73626373626
0,856;1,59462759463;0,568986568987
0,86;9,00854700855;9,50183150183
0,864;-5,58485958486;-4,442002442
0,868;-6,94261294261;-7,62148962149
0,872;8,18803418803;7,64590964591
0,876;3,26007326007;4,54456654457
0,88;-9,8778998779;-9,55067155067
0,884;0,564102564103;-0,466422466422
0,888;9,34554334554;9,7264957265
0,892;-4,70085470085;-3,50427350427
0,896;-7,66056166056;-8,26129426129
0,9;7,60195360195;6,96214896215
0,904;4,22222222222;5,37484737485
0,908;-9,70695970696;-9,24786324786
0,912;-0,432234432234;-1,46275946276
0,916;9,57509157509;9,8485958486
0,92;-3,74847374847;-2,50793650794
0,924;-8,30036630037;-8,778998779
0,928;6,92796092796;6,19536019536
0,932;5,115995116;6,19047619048
0,936;-9,40903540904;-8,82783882784
0,94;-1,46275946276;-2,47863247863
0,944;9,71672771673;9,85347985348
0,948;-2,78144078144;-1,51648351648
0,952;-8,83272283272;-9,19902319902
0,956;6,17582417582;5,36507936508
0,96;5,96092796093;6,9474969475
0,964;-9,01343101343;-8,31013431013
0,968;-2,47374847375;-3,44566544567
0,972;9,73626373626;9,70695970696
0,976;-1,76556776557;-0,490842490842
0,98;-9,26251526252;-9,52136752137
0,984;5,36507936508;4,48595848596
0,988;6,72771672772;7,64590964591
0,992;-8,50549450549;-7,68986568987
0,996;-3,4358974359;-4,36874236874
1;9,61904761905;9,5115995116
1,004;-0,774114774115;0,510378510379
1,008;-9,59951159951;-9,71672771673
1,012;4,49572649573;3,56288156288
1,016;7,40659340659;8,24664224664
1,02;-7,91941391941;-7,00610500611
1,024;-4,35897435897;-5,2673992674
1,028;9,41391941392;9,18925518926
1,032;0,236874236874;1,51648351648
1,036;-9,81440781441;-9,82417582418
1,04;3,58241758242;2,6105006105
1,044;8,02686202686;8,74969474969
1,048;-7,23076923077;-6,23443223443
1,052;-5,25763125763;-6,10256410256
1,056;9,12576312576;8,78876678877
1,06;1,21855921856;2,47863247863
1,064;-9,93162393162;-9,83882783883
1,068;2,6398046398;1,62881562882
1,072;8,5347985348;9,15018315018
1,076;-6,49816849817;-5,4188034188
1,08;-6,08302808303;-6,86446886447
1,084;8,73015873016;8,28571428571
1,088;2,2148962149;3,4358974359
1,092;-9,9706959707;-9,7557997558
1,096;1,67765567766;0,652014652015
1,1;8,96947496947;9,4822954823
1,104;-5,67765567766;-4,5347985348
1,108;-6,84981684982;-7,54822954823
1,112;8,26129426129;7,71428571429
1,116;3,14774114774;4,35409035409
1,12;-9,88766788767;-9,57997557998
1,124;0,715506715507;-0,319902319902
