"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)"
0;-0,212454212454;0,0561660561661
0,004;-0,002442002442;0,266178266178
0,008;0,217338217338;0,47619047619
0,012;0,437118437118;0,671550671551
0,016;0,637362637363;0,847374847375
0,02;0,822954822955;0,989010989011
0,024;0,979242979243;1,10622710623
0,028;1,10134310134;1,18925518926
0,032;1,19902319902;1,2380952381
0,036;1,25274725275;1,2380952381
0,04;1,27228327228;1,20390720391
0,044;1,24297924298;1,12576312576
0,048;1,16971916972;1,0231990232
0,052;1,06715506716;0,886446886447
0,056;0,940170940171;0,715506715507
0,06;0,769230769231;0,525030525031
0,064;0,578754578755;0,315018315018
0,068;0,373626373626;0,105006105006
0,072;0,148962148962;-0,10989010989
0,076;-0,0659340659341;-0,324786324786
0,08;-0,290598290598;-0,534798534799
0,084;-0,505494505495;-0,720390720391
0,088;-0,705738705739;-0,886446886447
0,092;-0,871794871795;-1,0231990232
0,096;-1,0231990232;-1,13553113553
0,1;-1,14041514042;-1,20390720391
0,104;-1,21367521368;-1,22344322344
0,108;-1,25274725275;-1,20879120879
0,112;-1,24786324786;-1,16483516484
0,116;-1,21367521368;-1,08669108669
0,12;-1,13553113553;-0,959706959707
0,124;-1,00854700855;-0,803418803419
0,128;-0,857142857143;-0,627594627595
0,132;-0,681318681319;-0,42735042735
0,136;-0,481074481074;-0,212454212454
0,14;-0,271062271062;0,00732600732601
0,144;-0,046398046398;0,222222222222
0,148;0,178266178266;0,432234432234
0,152;0,393162393162;0,632478632479
0,156;0,598290598291;0,813186813187
0,16;0,793650793651;0,969474969475
0,164;0,954822954823;1,09157509158
0,168;1,08180708181;1,1746031746
0,172;1,17948717949;1,22832722833
0,176;1,24786324786;1,24786324786
0,18;1,27228327228;1,21855921856
0,184;1,24786324786;1,15018315018
0,188;1,19413919414;1,0525030525
0,192;1,09645909646;0,920634920635
0,196;0,969474969475;0,754578754579
0,2;0,808302808303;0,564102564103
0,204;0,617826617827;0,358974358974
0,208;0,417582417582;0,153846153846
0,212;0,20757020757;-0,0610500610501
0,216;-0,017094017094;-0,28083028083
0,22;-0,241758241758;-0,490842490842
0,224;-0,456654456654;-0,676434676435
0,228;-0,661782661783;-0,852258852259
0,232;-0,837606837607;-0,993894993895
0,236;-0,993894993895;-1,10622710623
0,24;-1,12087912088;-1,18925518926
0,244;-1,20390720391;-1,22344322344
0,248;-1,24786324786;-1,21367521368
0,252;-1,24786324786;-1,17948717949
0,256;-1,22344322344;-1,10134310134
0,26;-1,15506715507;-0,989010989011
0,264;-1,04761904762;-0,842490842491
0,268;-0,891330891331;-0,671550671551
0,272;-0,720390720391;-0,47619047619
0,276;-0,534798534799;-0,261294261294
0,28;-0,315018315018;-0,041514041514
0,284;-0,0952380952381;0,178266178266
0,288;0,129426129426;0,388278388278
0,292;0,349206349206;0,588522588523
0,296;0,549450549451;0,769230769231
0,3;0,744810744811;0,930402930403
0,304;0,920634920635;1,06227106227
0,308;1,05738705739;1,15995115995
0,312;1,15995115995;1,21855921856
0,316;1,2380952381;1,24297924298
