Vernier Format 2
magneetveld(afstand).cmbl 2/05/2022 10:18:21 ,
Latest
Afstand	Potential 1	Potential 2	Magneetveld
d	Pot 1	Pot 2	B
m	V	V	mT

0,09	2,19511599512	2,33860805861	-203,492063492
0,091	2,19531135531	2,33860805861	-203,296703297
0,092	2,19521367521	2,33655677656	-201,343101343
0,094	2,19516483516	2,34275946276	-207,594627595
0,095	2,19472527473	2,34134310134	-206,617826618
0,093	2,19516483516	2,33738705739	-202,222222222
