Channel              :,CH1
Frequency            :,620.2Hz
Period               :,1.612ms
PK-PK                :,33.20mV
Probe attenuation    :,1X
Voltage per ADC value:,0.122070mV
Time interval        :,2.00000us

index,CH1_Voltage(mV)
1,-3.906250
2,-3.906250
3,-3.906250
4,-3.906250
5,-1.953125
6,-3.906250
7,-3.906250
8,-3.906250
9,-3.906250
10,-3.906250
11,-3.906250
12,-3.906250
13,-3.906250
14,-3.906250
15,-3.906250
16,-3.906250
17,-3.906250
18,-3.906250
19,-3.906250
20,-3.906250
21,-7.812500
22,-3.906250
23,-3.906250
24,-3.906250
25,-3.906250
26,-3.906250
27,-3.906250
28,-3.906250
29,-5.859375
30,-3.906250
31,-5.859375
32,-3.906250
33,-3.906250
34,-3.906250
35,-5.859375
36,-5.859375
37,-5.859375
38,-5.859375
39,-5.859375
40,-5.859375
41,-5.859375
42,-5.859375
43,-5.859375
44,-5.859375
45,-5.859375
46,-5.859375
47,-5.859375
48,-5.859375
49,-5.859375
50,-5.859375
51,-5.859375
52,-5.859375
53,-5.859375
54,-7.812500
55,-5.859375
56,-5.859375
57,-5.859375
58,-5.859375
59,-7.812500
60,-5.859375
61,-5.859375
62,-5.859375
63,-5.859375
64,-7.812500
65,-5.859375
66,-5.859375
67,-7.812500
68,-7.812500
69,-7.812500
70,-7.812500
71,-5.859375
72,-7.812500
73,-5.859375
74,-7.812500
75,-5.859375
76,-5.859375
77,-7.812500
78,-7.812500
79,-7.812500
80,-7.812500
81,-7.812500
82,-7.812500
83,-7.812500
84,-7.812500
85,-7.812500
86,-7.812500
87,-5.859375
88,-7.812500
89,-7.812500
90,-7.812500
91,-7.812500
92,-5.859375
93,-7.812500
94,-7.812500
95,-7.812500
96,-7.812500
97,-5.859375
98,-7.812500
99,-7.812500
100,-7.812500
101,-7.812500
102,-7.812500
103,-7.812500
104,-7.812500
105,-7.812500
106,-7.812500
107,-7.812500
108,-5.859375
109,-7.812500
110,-5.859375
111,-7.812500
112,-7.812500
113,-7.812500
114,-7.812500
115,-7.812500
116,-7.812500
117,-7.812500
118,-7.812500
119,-5.859375
120,-7.812500
121,-7.812500
122,-9.765625
123,-7.812500
124,-7.812500
125,-7.812500
126,-7.812500
127,-7.812500
128,-7.812500
129,-7.812500
130,-7.812500
131,-7.812500
132,-7.812500
133,-7.812500
134,-7.812500
135,-7.812500
136,-7.812500
137,-7.812500
138,-7.812500
139,-7.812500
140,-7.812500
141,-7.812500
142,-7.812500
143,-9.765625
144,-7.812500
145,-7.812500
146,-7.812500
147,-7.812500
148,-7.812500
149,-7.812500
150,-7.812500
151,-7.812500
152,-7.812500
153,-7.812500
154,-7.812500
155,-7.812500
156,-5.859375
157,-7.812500
158,-7.812500
159,-5.859375
160,-7.812500
161,-7.812500
162,-7.812500
163,-7.812500
164,-7.812500
165,-7.812500
166,-7.812500
167,-7.812500
168,-7.812500
169,-7.812500
170,-5.859375
171,-7.812500
172,-7.812500
173,-7.812500
174,-5.859375
175,-7.812500
176,-7.812500
177,-5.859375
178,-7.812500
179,-7.812500
180,-5.859375
181,-5.859375
182,-7.812500
183,-7.812500
184,-7.812500
185,-5.859375
186,-5.859375
187,-5.859375
188,-7.812500
189,-7.812500
190,-5.859375
191,-7.812500
192,-5.859375
193,-5.859375
194,-7.812500
195,-5.859375
196,-5.859375
197,-5.859375
198,-5.859375
199,-5.859375
200,-5.859375
201,-5.859375
202,-5.859375
