Channel              :,CH1
Frequency            :,1.200kHz
Period               :,0.833ms
PK-PK                :,531.3mV
Probe attenuation    :,1X
Voltage per ADC value:,0.244141mV
Time interval        :,2.00000us

index,CH1_Voltage(mV)
1,-58.593750
2,-58.593750
3,-54.687500
4,-46.875000
5,-42.968750
6,-39.062500
7,-35.156250
8,-31.250000
9,-27.343750
10,-23.437500
11,-19.531250
12,-15.625000
13,-11.718750
14,-7.812500
15,-3.906250
16,0.000000
17,3.906250
18,7.812500
19,11.718750
20,15.625000
21,19.531250
22,23.437500
23,27.343750
24,31.250000
25,35.156250
26,39.062500
27,42.968750
28,46.875000
29,50.781250
30,54.687500
31,58.593750
32,62.500000
33,62.500000
34,66.406250
35,70.312500
36,74.218750
37,74.218750
38,78.125000
39,82.031250
40,85.937500
41,89.843750
42,93.750000
43,93.750000
44,97.656250
45,101.562500
46,101.562500
47,105.468750
48,109.375000
49,113.281250
50,113.281250
51,117.187500
52,121.093750
53,121.093750
54,125.000000
55,125.000000
56,128.906250
57,128.906250
58,132.812500
59,136.718750
60,136.718750
61,140.625000
62,140.625000
63,144.531250
64,144.531250
65,148.437500
66,148.437500
67,152.343750
68,152.343750
69,156.250000
70,156.250000
71,156.250000
72,160.156250
73,160.156250
74,164.062500
75,164.062500
76,164.062500
77,167.968750
78,167.968750
79,167.968750
80,171.875000
81,171.875000
82,171.875000
83,175.781250
84,175.781250
85,175.781250
86,175.781250
87,175.781250
88,179.687500
89,179.687500
90,179.687500
91,179.687500
92,179.687500
93,183.593750
94,183.593750
95,183.593750
96,183.593750
97,183.593750
98,183.593750
99,183.593750
100,187.500000
101,183.593750
102,187.500000
103,187.500000
104,187.500000
105,187.500000
106,187.500000
107,187.500000
108,187.500000
109,187.500000
110,187.500000
111,187.500000
112,187.500000
113,187.500000
114,187.500000
115,187.500000
116,187.500000
117,187.500000
118,187.500000
119,183.593750
120,183.593750
121,183.593750
122,183.593750
123,183.593750
124,183.593750
125,183.593750
126,183.593750
127,183.593750
128,183.593750
129,179.687500
130,179.687500
131,179.687500
132,179.687500
133,179.687500
134,175.781250
135,175.781250
136,175.781250
137,175.781250
138,171.875000
139,171.875000
140,171.875000
141,171.875000
142,167.968750
143,167.968750
144,167.968750
145,164.062500
146,164.062500
147,164.062500
148,160.156250
149,160.156250
150,160.156250
151,156.250000
152,156.250000
153,152.343750
154,152.343750
155,152.343750
156,148.437500
157,148.437500
158,144.531250
159,144.531250
160,140.625000
161,140.625000
162,136.718750
163,132.812500
164,132.812500
165,128.906250
166,128.906250
167,125.000000
168,121.093750
169,121.093750
170,117.187500
171,117.187500
172,113.281250
173,109.375000
174,105.468750
175,105.468750
176,101.562500
177,97.656250
178,97.656250
179,93.750000
180,89.843750
181,85.937500
182,82.031250
183,82.031250
184,78.125000
185,74.218750
186,70.312500
187,70.312500
188,66.406250
189,62.500000
190,58.593750
191,54.687500
192,50.781250
193,46.875000
194,42.968750
195,39.062500
196,35.156250
197,35.156250
198,31.250000
199,27.343750
200,23.437500
201,19.531250
202,15.625000
203,11.718750
204,7.812500
205,3.906250
206,0.000000
207,-3.906250
208,-11.718750
209,-11.718750
210,-19.531250
211,-23.437500
212,-27.343750
213,-31.250000
214,-35.156250
215,-39.062500
216,-42.968750
217,-46.875000
218,-50.781250
219,-54.687500
220,-58.593750
221,-62.500000
222,-70.312500
223,-74.218750
224,-78.125000
225,-82.031250
226,-85.937500
227,-89.843750
228,-93.750000
229,-97.656250
230,-101.562500
231,-105.468750
232,-113.281250
233,-117.187500
234,-121.093750
235,-125.000000
236,-128.906250
237,-132.812500
238,-136.718750
239,-140.625000
240,-148.437500
241,-148.437500
242,-156.250000
243,-160.156250
244,-164.062500
245,-167.968750
246,-171.875000
247,-175.781250
248,-179.687500
249,-183.593750
250,-187.500000
251,-191.406250
252,-195.312500
253,-199.218750
254,-203.125000
255,-207.031250
256,-210.937500
257,-214.843750
258,-218.750000
259,-222.656250
260,-226.562500
261,-226.562500
262,-234.375000
263,-234.375000
264,-238.281250
265,-242.187500
266,-246.093750
267,-250.000000
268,-253.906250
269,-253.906250
270,-257.812500
271,-261.718750
272,-265.625000
273,-269.531250
274,-269.531250
275,-273.437500
276,-277.343750
277,-281.250000
278,-281.250000
279,-285.156250
280,-289.062500
281,-289.062500
282,-292.968750
283,-296.875000
284,-296.875000
285,-300.781250
286,-300.781250
287,-304.687500
288,-304.687500
289,-308.593750
290,-308.593750
291,-312.500000
292,-312.500000
293,-316.406250
294,-316.406250
295,-320.312500
296,-320.312500
297,-324.218750
298,-324.218750
299,-324.218750
300,-328.125000
301,-328.125000
302,-328.125000
303,-332.031250
304,-332.031250
305,-332.031250
306,-332.031250
307,-335.937500
308,-335.937500
309,-335.937500
310,-335.937500
311,-339.843750
312,-339.843750
313,-339.843750
314,-339.843750
315,-335.937500
316,-339.843750
317,-339.843750
318,-339.843750
319,-339.843750
320,-339.843750
321,-339.843750
322,-339.843750
323,-339.843750
324,-339.843750
325,-339.843750
326,-339.843750
327,-335.937500
328,-339.843750
329,-335.937500
330,-335.937500
331,-335.937500
332,-332.031250
333,-332.031250
334,-332.031250
335,-332.031250
336,-328.125000
337,-328.125000
338,-328.125000
339,-328.125000
340,-324.218750
341,-324.218750
342,-320.312500
343,-320.312500
344,-320.312500
345,-316.406250
346,-316.406250
347,-312.500000
348,-312.500000
349,-308.593750
350,-308.593750
351,-304.687500
352,-304.687500
353,-300.781250
354,-300.781250
355,-296.875000
356,-292.968750
357,-292.968750
358,-289.062500
359,-285.156250
360,-285.156250
361,-281.250000
362,-281.250000
363,-277.343750
364,-273.437500
365,-269.531250
366,-269.531250
367,-265.625000
368,-261.718750
369,-257.812500
370,-253.906250
371,-253.906250
372,-250.000000
373,-246.093750
374,-242.187500
375,-238.281250
376,-234.375000
377,-230.468750
378,-226.562500
379,-222.656250
380,-222.656250
381,-218.750000
382,-210.937500
383,-210.937500
384,-207.031250
385,-203.125000
386,-199.218750
387,-195.312500
388,-191.406250
389,-183.593750
390,-179.687500
391,-179.687500
392,-171.875000
393,-171.875000
394,-164.062500
395,-160.156250
396,-156.250000
397,-152.343750
398,-148.437500
399,-144.531250
400,-140.625000
401,-136.718750
402,-128.906250
403,-125.000000
404,-121.093750
405,-117.187500
406,-113.281250
407,-109.375000
408,-105.468750
409,-105.468750
410,-93.750000
411,-89.843750
412,-85.937500
413,-82.031250
414,-78.125000
415,-74.218750
416,-70.312500
417,-66.406250
418,-62.500000
419,-54.687500
420,-50.781250
421,-46.875000
422,-42.968750
423,-39.062500
424,-35.156250
425,-31.250000
426,-27.343750
427,-23.437500
428,-19.531250
429,-15.625000
430,-11.718750
431,-7.812500
432,-3.906250
433,0.000000
434,3.906250
435,7.812500
436,11.718750
437,15.625000
438,19.531250
439,23.437500
440,27.343750
441,31.250000
442,35.156250
443,39.062500
444,42.968750
445,46.875000
446,50.781250
447,54.687500
448,54.687500
449,62.500000
450,62.500000
451,66.406250
452,70.312500
453,74.218750
454,74.218750
455,78.125000
456,82.031250
457,85.937500
458,89.843750
459,93.750000
460,93.750000
461,97.656250
462,101.562500
463,105.468750
464,109.375000
465,109.375000
466,113.281250
467,113.281250
468,117.187500
469,121.093750
470,121.093750
471,125.000000
472,125.000000
473,128.906250
474,132.812500
475,132.812500
476,136.718750
477,136.718750
478,140.625000
479,144.531250
480,144.531250
481,144.531250
482,148.437500
483,148.437500
484,152.343750
485,152.343750
486,156.250000
487,156.250000
488,156.250000
489,160.156250
490,160.156250
491,164.062500
492,164.062500
493,164.062500
494,167.968750
495,167.968750
496,167.968750
497,167.968750
498,171.875000
499,171.875000
500,171.875000
501,171.875000
502,175.781250
503,175.781250
504,175.781250
505,179.687500
506,179.687500
507,179.687500
508,179.687500
509,179.687500
510,183.593750
511,179.687500
512,183.593750
513,183.593750
514,183.593750
515,183.593750
516,183.593750
517,183.593750
518,183.593750
519,183.593750
520,187.500000
521,187.500000
522,187.500000
523,187.500000
524,187.500000
525,187.500000
526,187.500000
527,187.500000
528,187.500000
529,187.500000
530,187.500000
531,187.500000
532,187.500000
533,187.500000
534,187.500000
535,187.500000
536,187.500000
537,183.593750
538,183.593750
539,183.593750
540,183.593750
541,183.593750
542,183.593750
543,183.593750
544,183.593750
545,179.687500
546,179.687500
547,179.687500
548,179.687500
549,179.687500
550,179.687500
551,175.781250
552,175.781250
553,175.781250
554,175.781250
555,171.875000
556,171.875000
557,171.875000
558,167.968750
559,167.968750
560,167.968750
561,167.968750
562,164.062500
563,164.062500
564,164.062500
565,160.156250
566,160.156250
567,156.250000
568,156.250000
569,156.250000
570,152.343750
571,152.343750
572,148.437500
573,148.437500
574,144.531250
575,144.531250
576,140.625000
577,140.625000
578,136.718750
579,136.718750
580,132.812500
581,132.812500
582,128.906250
583,125.000000
584,125.000000
585,121.093750
586,121.093750
587,117.187500
588,113.281250
589,113.281250
590,109.375000
591,105.468750
592,105.468750
593,101.562500
