"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)"
0;-3,17216117216;-1,83394383394
0,004;-9,65811965812;-9,67765567766
0,008;0,422466422466;-0,695970695971
0,012;9,53601953602;9,47741147741
0,016;1,94627594628;3,26984126984
0,02;-9,29181929182;-8,66666666667
0,024;-4,57387057387;-5,51648351648
0,028;7,75335775336;7,11355311355
0,032;6,49816849817;7,48473748474
0,036;-6,23931623932;-5,09157509158
0,04;-8,41758241758;-8,87179487179
0,044;3,78266178266;2,75702075702
0,048;9,1746031746;9,58974358974
0,052;-1,51648351648;-0,148962148962
0,056;-9,83394383394;-9,64346764347
0,06;-1,28205128205;-2,36141636142
0,064;9,22832722833;8,97924297924
0,068;3,56776556777;4,79853479853
0,072;-8,57387057387;-7,71428571429
0,076;-6,04395604396;-6,85958485958
0,08;6,62515262515;5,82417582418
0,084;7,63614163614;8,45177045177
0,088;-4,80341880342;-3,53357753358
0,092;-9,18925518926;-9,42368742369
0,096;2,1514041514;1,07692307692
0,1;9,51648351648;9,71672771673
0,104;0,197802197802;1,55555555556
0,108;-9,71672771673;-9,32600732601
0,112;-2,92796092796;-3,95848595849
0,116;8,64224664225;8,18315018315
0,12;5,09157509158;6,24908424908
0,124;-7,54822954823;-6,53724053724
0,128;-7,30891330891;-7,97313797314
0,132;5,32112332112;4,39316239316
0,136;8,53968253968;9,16483516484
0,14;-3,221001221;-1,88766788767
0,144;-9,65323565324;-9,67277167277
0,148;0,505494505495;-0,608058608059
0,152;9,55067155067;9,49694749695
0,156;1,88766788767;3,21611721612
0,16;-9,31135531136;-8,68131868132
0,164;-4,50061050061;-5,44322344322
0,168;7,8021978022;7,16239316239
0,172;6,44932844933;7,44566544567
0,176;-6,29304029304;-5,15506715507
0,18;-8,37362637363;-8,84249084249
0,184;3,85103785104;2,83516483516
0,188;9,15995115995;9,58485958486
0,192;-1,57020757021;-0,197802197802
0,196;-9,83882783883;-9,64835164835
0,2;-1,19902319902;-2,28327228327
0,204;9,25763125763;9,00854700855
0,208;3,49938949939;4,75946275946
0,212;-8,59829059829;-7,75824175824
0,216;-6,00488400488;-6,80586080586
0,22;6,68376068376;5,88766788767
0,224;7,59706959707;8,43223443223
0,228;-4,86202686203;-3,60195360195
0,232;-9,16971916972;-9,4188034188
0,236;2,21978021978;1,15018315018
0,24;9,51648351648;9,73137973138
0,244;0,129426129426;1,48717948718
0,248;-9,71672771673;-9,33577533578
0,252;-2,86446886447;-3,89987789988
0,256;8,67155067155;8,22710622711
0,26;5,03296703297;6,18070818071
0,264;-7,59218559219;-6,57631257631
0,268;-7,28449328449;-7,93894993895
0,272;5,37484737485;4,45177045177
0,276;8,50061050061;9,12576312576
0,28;-3,29914529915;-1,9706959707
0,284;-9,64346764347;-9,663003663
0,288;0,549450549451;-0,534798534799
0,292;9,54578754579;9,5115995116
0,296;1,80952380952;3,14285714286
0,3;-9,33577533578;-8,72039072039
0,304;-4,43711843712;-5,38461538462
0,308;7,84126984127;7,21123321123
0,312;6,39072039072;7,39194139194
0,316;-6,34676434676;-5,19413919414
0,32;-8,34920634921;-8,82783882784
0,324;3,91941391941;2,89865689866
0,328;9,13553113553;9,57020757021
0,332;-1,63858363858;-0,275946275946
0,336;-9,83394383394;-9,64835164835
0,34;-1,14041514042;-2,2148962149
0,344;9,27716727717;9,03296703297
0,348;3,42612942613;4,69108669109
0,352;-8,63247863248;-7,79242979243
0,356;-5,94627594628;-6,75213675214
0,36;6,71794871795;5,92673992674
0,364;7,54334554335;8,37851037851
0,368;-4,93528693529;-3,67521367521
0,372;-9,14041514042;-9,39926739927
0,376;2,26862026862;1,21855921856
0,38;9,49694749695;9,7264957265
0,384;0,046398046398;1,40903540904
0,388;-9,73626373626;-9,3601953602
0,392;-2,82051282051;-3,85103785104
0,396;8,71062271062;8,26617826618
0,4;4,99877899878;6,13675213675
0,404;-7,64102564103;-6,6398046398
0,408;-7,221001221;-7,89499389499
0,412;5,42368742369;4,52014652015
0,416;8,46642246642;9,11111111111
0,42;-3,36752136752;-2,03907203907
0,424;-9,62393162393;-9,663003663
0,428;0,617826617827;-0,442002442002
0,432;9,55555555556;9,53113553114
0,436;1,74603174603;3,07936507937
0,44;-9,35531135531;-8,75946275946
0,444;-4,39804639805;-5,34554334554
0,448;7,89010989011;7,25518925519
0,452;6,34676434676;7,36752136752
0,456;-6,40537240537;-5,26251526252
0,46;-8,31013431013;-8,79365079365
0,464;3,96336996337;2,9474969475
0,468;9,11111111111;9,55555555556
0,472;-1,71184371184;-0,344322344322
0,476;-9,82417582418;-9,65811965812
0,48;-1,08669108669;-2,17094017094
0,484;9,2967032967;9,05738705739
0,488;3,37240537241;4,6568986569
0,492;-8,67155067155;-7,85592185592
0,496;-5,88766788767;-6,71794871795
0,5;6,78144078144;6,00976800977
0,504;7,49938949939;8,33943833944
0,508;-4,97924297924;-3,74847374847
0,512;-9,11111111111;-9,37484737485
0,516;2,34676434676;1,27228327228
0,52;9,49694749695;9,73137973138
0,524;-0,031746031746;1,33577533578
0,528;-9,74114774115;-9,36996336996
0,532;-2,74725274725;-3,78754578755
0,536;8,72039072039;8,2905982906
0,54;4,92551892552;6,06349206349
0,544;-7,69474969475;-6,7032967033
0,548;-7,17704517705;-7,85592185592
0,552;5,43345543346;4,5641025641
0,556;8,442002442;9,08180708181
0,56;-3,44078144078;-2,10744810745
0,564;-9,60927960928;-9,64835164835
0,568;0,700854700855;-0,388278388278
0,572;9,55555555556;9,53113553114
0,576;1,69230769231;3,00122100122
0,58;-9,37484737485;-8,778998779
0,584;-4,33455433455;-5,28693528694
0,588;7,90964590965;7,29426129426
0,592;6,29792429792;7,3137973138
0,596;-6,4590964591;-5,32112332112
0,6;-8,27106227106;-8,76434676435
0,604;4,02686202686;3,01098901099
0,608;9,09157509158;9,5409035409
0,612;-1,7851037851;-0,422466422466
0,616;-9,82417582418;-9,66788766789
