data_74_015.csv: (134.765625, 0.00101048, -0.3364987537275379, -17.578125)
data_74_016.csv: (101.5625, 0.00101048, -0.3428477868167368, -15.625)
data_74_017.csv: (62.5, 0.00101048, -0.3174516544599414, -15.625)
data_74_018.csv: (15.625, 0.00239959, -13.795517797598384, -11.71875)
data_74_020.csv: (82.03125, 0.00101048, -0.35554585299513436, -15.625)
data_74_021.csv: (115.234375, 0.00101048, -0.29840455519234493, -17.578125)
data_74_022.csv: (134.765625, 0.00101048, -0.2920555221031461, -21.484375)
data_74_023.csv: (152.34375, 0.00101048, -0.29840455519234493, -23.4375)
data_74_024.csv: (156.25, 0.00101048, -0.3174516544599414, -23.4375)
data_74_025.csv: (158.203125, 0.00101048, -0.2920555221031461, -21.484375)
data_74_026.csv: (140.625, 0.00101048, -0.34919681990593554, -19.53125)
data_74_027.csv: (111.328125, 0.00101048, -0.30475358828154375, -17.578125)
data_74_028.csv: (76.171875, 0.00101048, -0.3301497206383391, -13.671875)
data_74_031.csv: (68.359375, 0.00101048, -0.3174516544599414, -13.671875)
data_74_032.csv: (103.515625, 0.00101048, -0.3364987537275379, -17.578125)
data_74_033.csv: (128.90625, 0.00101048, -0.30475358828154375, -19.53125)
data_74_034.csv: (150.390625, 0.00101048, -0.29840455519234493, -21.484375)
data_75_000.csv: (123.046875, 0.00239959, -6.950528639008585, 0.0)
data_75_001.csv: (125.9765625, 0.00239959, -6.950528639008585, -0.9765625)
data_75_002.csv: (98.6328125, 0.00239959, -6.96560570763984, 2.9296875)
data_75_003.csv: (103.515625, 0.00239959, -6.96560570763984, 1.953125)
data_75_004.csv: (87.890625, 0.00239959, -6.96560570763984, 1.953125)
data_75_005.csv: (84.9609375, 0.00239959, -6.99575984490235, 2.9296875)
data_75_007.csv: (75.1953125, 0.00239959, -6.950528639008585, 2.9296875)
data_76_002.csv: (80.078125, 0.00101048, -2.4507267724307478, -78.125)
data_76_004.csv: (73.2421875, 0.00101048, -4.215757971228022, -6.8359375)
data_78_000.csv: (103.515625, 0.00239959, -5.246819883676762, -7.8125)
data_78_001.csv: (94.7265625, 0.00239959, -5.231742815045507, -6.8359375)
data_78_002.csv: (92.7734375, 0.00239959, -5.246819883676762, -6.8359375)
data_78_003.csv: (90.8203125, 0.00239959, -5.2618969523080175, -4.8828125)
data_78_005.csv: (75.1953125, 0.00239959, -5.186511609151742, -8.7890625)
data_78_010.csv: (11.71875, 0.00239959, -8.60900618844664, -5.859375)
data_78_015.csv: (68.359375, 0.00239959, -5.186511609151742, -9.765625)
data_78_016.csv: (76.171875, 0.00239959, -5.201588677782997, -9.765625)
data_78_017.csv: (82.03125, 0.00239959, -5.246819883676762, -7.8125)
data_79_000.csv: (126.953125, 0.00239959, -3.105876138038543, -13.671875)
data_79_001.csv: (118.1640625, 0.00239959, -3.105876138038543, -10.7421875)
data_79_002.csv: (99.609375, 0.00239959, -3.105876138038543, -9.765625)
data_79_006.csv: (15.625, 0.00239959, -3.467725785188665, -7.8125)
data_79_008.csv: (88.8671875, 0.00239959, -3.075722000776033, -10.7421875)
data_79_009.csv: (115.234375, 0.00239959, -3.105876138038543, -13.671875)
data_79_010.csv: (127.9296875, 0.00239959, -3.090799069407288, -14.6484375)
data_79_011.csv: (116.2109375, 0.00239959, -3.090799069407288, -12.6953125)
data_79_012.csv: (88.8671875, 0.00239959, -3.1209532066697983, -8.7890625)
data_79_018.csv: (96.6796875, 0.00239959, -3.105876138038543, -10.7421875)
data_80_000.csv: (62.5, 0.00101048, -1.3332969487317539, -7.8125)
data_80_002.csv: (89.84375, 0.00239959, -2.668641147732146, -5.859375)
data_83_000.csv: (65.4296875, 0.00101048, -1.1047317575205962, 2.9296875)
data_83_001.csv: (65.4296875, 0.00101048, -1.1999672538585786, 4.8828125)
data_83_002.csv: (64.453125, 0.00101048, -1.1428259560557892, 3.90625)
data_83_003.csv: (63.4765625, 0.00101048, -1.1682220884125845, 4.8828125)
data_83_004.csv: (59.5703125, 0.00101048, -1.180920154590982, 4.8828125)
data_83_005.csv: (51.7578125, 0.00101048, -1.149174989144988, 2.9296875)
data_83_006.csv: (43.9453125, 0.00101048, -1.1872691876801809, 2.9296875)
data_83_007.csv: (35.15625, 0.00101048, -1.2888537171073622, 3.90625)
data_83_009.csv: (17.578125, 0.00239959, -5.457898844514332, 3.90625)
data_83_010.csv: (9.765625, 0.00239959, -4.236656285382673, 3.90625)
data_83_013.csv: (37.109375, 0.00101048, -1.371391147266947, 5.859375)
data_83_014.csv: (43.9453125, 0.00101048, -1.2063162869477775, 2.9296875)
data_83_015.csv: (52.734375, 0.00101048, -1.1745711215017833, 3.90625)
data_83_016.csv: (59.5703125, 0.00101048, -1.1618730553233856, 4.8828125)
data_83_017.csv: (64.453125, 0.00101048, -3.371336570364578, 3.90625)
data_83_018.csv: (64.453125, 0.00101048, -1.1555240222341867, 3.90625)
data_82_004.csv: (154.296875, 0.00239959, -0.18092482357506076, -25.390625)
data_82_005.csv: (82.03125, 0.00239959, -0.3920037844126317, -19.53125)
data_82_006.csv: (27.34375, 0.00239959, -3.301878030244859, -27.34375)
data_82_007.csv: (113.28125, 0.00239959, -0.16584775494380571, -35.15625)
data_82_008.csv: (181.640625, 0.00239959, -6.302214687864617, -52.734375)
data_82_013.csv: (183.59375, 0.00239959, -0.16584775494380571, -31.25)
data_82_014.csv: (117.1875, 0.00239959, -0.27138723536259113, -19.53125)
data_82_015.csv: (41.015625, 0.00239959, -1.3720132454442107, -21.484375)
data_82_016.csv: (70.3125, 0.00239959, -0.31661844125635635, -27.34375)
data_82_017.csv: (150.390625, 0.00239959, -6.377600031020893, -41.015625)
data_82_018.csv: (214.84375, 0.00239959, -6.272060550602107, -66.40625)
data_81_000.csv: (90.8203125, 0.00239959, -2.668641147732146, -6.8359375)
data_81_001.csv: (81.0546875, 0.00239959, -2.7138723536259115, -4.8828125)
data_81_004.csv: (10.7421875, 0.00239959, -2.2615602946882594, -4.8828125)
data_81_006.csv: (84.9609375, 0.00239959, -2.668641147732146, -8.7890625)
data_81_007.csv: (92.7734375, 0.00239959, -2.6535640791008914, -8.7890625)
data_81_011.csv: (29.296875, 0.00239959, -2.894797177200972, -3.90625)
data_81_013.csv: (96.6796875, 0.00239959, -2.6384870104696363, -8.7890625)
data_81_014.csv: (86.9140625, 0.00239959, -2.6535640791008914, -10.7421875)
data_81_017.csv: (11.71875, 0.00239959, -0.7086222256689879, -3.90625)
data_72_015.csv: (54.6875, 0.00101048, -0.45713038242231563, -15.625)
data_72_016.csv: (46.875, 0.00101048, -0.37459295226273087, -15.625)
data_72_017.csv: (29.296875, 0.00101048, -0.514271680225105, -13.671875)
data_72_020.csv: (21.484375, 0.00101048, -0.3999890846195262, -13.671875)
data_72_021.csv: (33.203125, 0.00101048, -0.514271680225105, -13.671875)
data_72_022.csv: (46.875, 0.00101048, -0.514271680225105, -11.71875)
data_73_009.csv: (46.875, 0.00101048, -0.5079226471359063, -11.71875)
data_73_010.csv: (15.625, 0.00101048, -0.2793574559247484, -11.71875)
data_73_011.csv: (27.34375, 0.00101048, -0.6666484743658769, -11.71875)
data_73_026.csv: (42.96875, 0.00101048, -0.4634794155115145, -11.71875)
data_73_028.csv: (25.390625, 0.00101048, -0.44443231624391805, -13.671875)
data_73_029.csv: (60.546875, 0.00101048, -0.3301497206383391, -13.671875)
data_74_006.csv: (44.921875, 0.00101048, -0.35554585299513436, -13.671875)
data_74_007.csv: (21.484375, 0.00101048, -1.295202750196561, -13.671875)
data_74_019.csv: (44.921875, 0.00101048, -0.39364005153032733, -13.671875)
data_74_029.csv: (29.296875, 0.00101048, -0.37459295226273087, -13.671875)
data_74_030.csv: (27.34375, 0.00101048, -0.39364005153032733, -11.71875)
data_79_003.csv: (70.3125, 0.00101048, -1.3205988825533563, -7.8125)
data_83_008.csv: (25.390625, 0.00101048, -1.4285324450697363, 3.90625)
data_83_011.csv: (15.625, 0.00101048, -1.9745492907408357, 3.90625)
data_83_012.csv: (26.3671875, 0.00101048, -1.4158343788913388, 4.8828125)
data_81_012.csv: (71.2890625, 0.00101048, -1.1428259560557892, -8.7890625)
data_78_014.csv: (55.6640625, 0.00051048, -1.090529748107072, -12.6953125)
data_78_018.csv: (88.8671875, 0.00051048, -1.112981831156335, -6.8359375)
data_78_004.csv: (82.03125, 0.002, -4.360530603182633, -7.8125)
data_78_006.csv: (62.5, 0.002, -4.347964232568274, -9.765625)
data_78_007.csv: (50.78125, 0.002, -4.272566008882119, -11.71875)
data_78_008.csv: (37.109375, 0.002, -4.297698750110837, -11.71875)
data_78_011.csv: (19.53125, 0.002, -4.310265120725196, -11.71875)
data_78_012.csv: (31.25, 0.002, -4.2348668970390415, -13.671875)
data_79_004.csv: (49.8046875, 0.002, -2.6138050877867083, -6.8359375)
data_79_007.csv: (54.6875, 0.002, -2.6138050877867083, -7.8125)
