Channel              :,CH1
Frequency            :,671.1Hz
Period               :,1.490ms
PK-PK                :,30.86mV
Probe attenuation    :,1X
Voltage per ADC value:,0.024414mV
Time interval        :,4.00000us

index,CH1_Voltage(mV)
1,8.203125
2,8.203125
3,7.812500
4,7.812500
5,7.421875
6,7.421875
7,7.421875
8,6.640625
9,7.031250
10,6.640625
11,6.250000
12,5.859375
13,6.250000
14,5.468750
15,5.468750
16,4.687500
17,5.078125
18,3.906250
19,4.296875
20,3.906250
21,3.906250
22,3.515625
23,3.125000
24,3.125000
25,3.125000
26,3.125000
27,1.953125
28,3.515625
29,1.953125
30,1.953125
31,1.562500
32,1.953125
33,1.562500
34,1.562500
35,1.562500
36,1.171875
37,1.562500
38,1.171875
39,0.390625
40,0.000000
41,0.390625
42,-0.390625
43,-0.390625
44,-0.390625
45,-0.390625
46,-1.171875
47,-0.781250
48,-1.171875
49,-1.562500
50,-1.562500
51,-1.953125
52,-2.343750
53,-2.734375
54,-2.343750
55,-2.734375
56,-2.734375
57,-3.515625
58,-3.125000
59,-3.125000
60,-3.125000
61,-5.468750
62,-3.515625
63,-3.906250
64,-3.906250
65,-3.515625
66,-3.906250
67,-4.296875
68,-3.906250
69,-3.906250
70,-3.906250
71,-4.687500
72,-4.296875
73,-4.296875
74,-5.078125
75,-5.468750
76,-5.078125
77,-5.859375
78,-5.468750
79,-6.250000
80,-5.468750
81,-6.250000
82,-5.468750
83,-6.250000
84,-5.859375
85,-6.250000
86,-6.250000
87,-6.250000
88,-6.640625
89,-6.250000
90,-6.640625
91,-6.640625
92,-6.640625
93,-6.250000
94,-6.640625
95,-6.640625
96,-6.250000
97,-6.640625
98,-6.640625
99,-6.640625
100,-7.031250
101,-6.640625
102,-7.031250
103,-7.031250
104,-6.640625
105,-6.640625
106,-7.031250
107,-7.031250
108,-7.421875
109,-6.640625
110,-7.031250
111,-7.421875
112,-6.640625
113,-7.031250
114,-7.031250
115,-7.421875
116,-7.031250
117,-7.421875
118,-7.421875
119,-7.031250
120,-7.421875
121,-7.031250
122,-7.421875
123,-7.031250
124,-7.031250
125,-7.421875
126,-7.031250
127,-6.640625
128,-6.640625
129,-6.250000
130,-6.250000
131,-6.250000
132,-5.859375
133,-6.250000
134,-6.250000
135,-5.859375
136,-5.468750
137,-5.859375
138,-5.468750
139,-5.468750
140,-5.468750
141,-5.859375
142,-5.859375
143,-5.078125
144,-5.078125
145,-5.078125
146,-5.078125
147,-5.078125
148,-4.687500
149,-4.687500
150,-4.687500
151,-4.687500
152,-4.296875
153,-3.906250
154,-3.515625
155,-3.906250
156,-3.906250
157,-3.125000
158,-3.125000
159,-2.734375
160,-2.734375
