Channel              :,CH1
Frequency            :,857.1Hz
Period               :,1.167ms
PK-PK                :,60.55mV
Probe attenuation    :,1X
Voltage per ADC value:,0.122070mV
Time interval        :,2.00000us

index,CH1_Voltage(mV)
1,9.765625
2,9.765625
3,9.765625
4,9.765625
5,7.812500
6,9.765625
7,9.765625
8,9.765625
9,7.812500
10,7.812500
11,7.812500
12,7.812500
13,9.765625
14,7.812500
15,7.812500
16,7.812500
17,7.812500
18,7.812500
19,7.812500
20,7.812500
21,7.812500
22,7.812500
23,5.859375
24,5.859375
25,7.812500
26,5.859375
27,5.859375
28,5.859375
29,5.859375
30,5.859375
31,5.859375
32,5.859375
33,5.859375
34,5.859375
35,5.859375
36,5.859375
37,5.859375
38,3.906250
39,3.906250
40,3.906250
41,3.906250
42,3.906250
43,3.906250
44,3.906250
45,3.906250
46,1.953125
47,3.906250
48,3.906250
49,1.953125
50,1.953125
51,1.953125
52,1.953125
53,1.953125
54,1.953125
55,1.953125
56,0.000000
57,0.000000
58,0.000000
59,0.000000
60,0.000000
61,0.000000
62,-1.953125
63,0.000000
64,-1.953125
65,-1.953125
66,-1.953125
67,-1.953125
68,-1.953125
69,-1.953125
70,-1.953125
71,-3.906250
72,-3.906250
73,-3.906250
74,-3.906250
75,-3.906250
76,-5.859375
77,-5.859375
78,-5.859375
79,-5.859375
80,-5.859375
81,-5.859375
82,-5.859375
83,-5.859375
84,-7.812500
85,-7.812500
86,-7.812500
87,-7.812500
88,-7.812500
89,-7.812500
90,-7.812500
91,-9.765625
92,-9.765625
93,-9.765625
94,-9.765625
95,-9.765625
96,-9.765625
97,-11.718750
98,-9.765625
99,-9.765625
100,-11.718750
101,-11.718750
102,-11.718750
103,-11.718750
104,-11.718750
105,-11.718750
106,-13.671875
107,-13.671875
108,-13.671875
109,-13.671875
110,-13.671875
111,-15.625000
112,-13.671875
113,-15.625000
114,-15.625000
115,-15.625000
116,-15.625000
117,-15.625000
118,-17.578125
119,-17.578125
120,-17.578125
